point_id,speed
5270F,6.67151230044489
5271F,6.73958799610069
5272F,6.40278059766551
5223F,4.764742690560508
5225F,4.8675320980765555
5227F,4.831782494376777
5229F,2.874909890151494
5208,3.0364607504128935
1046G,2.7721098547705187
5466,5.112453935965317
5467,5.0579319445454765
5475,5.087184842535145
5469,5.142231082981085
5470,5.1093737537924
6361,5.878645222295177
5228F,3.801728494090513
5226F,5.823398128123321
5224F,5.762555215630356
5281G,5.5648942812318145
5282F,6.259547785359775
5283F,6.466927334848597
5284F,6.462315427672628
5427,6.536154025427883
2014,7.140784151935342
2026,7.224802516982483
5430,7.148383838112557
5452,6.924569298465202
5453,6.028808174209272
5454F,6.107700218501014
5455,6.18526823537455
5456,5.99572951418146
5451F,5.866184728038335
5459F,5.934740737586516
5460F,5.863587012005904
5461F,6.801342673135022
5462F,6.763855469187612
5468,4.0771625876836755
3481,3.1965794238986054
5405,5.834622593229275
5406,4.5135398628352785
5404,4.495288718993995
5408,4.494366061825066
5409,4.4490527111332305
1047F,4.528224833056479
5258,2.4352817649822804
2397F,1.8290107372773299
5501,3.0153016079091994
5502,3.2406158246075476
5503,4.98225897261328
5504,4.973991769189709
5507,4.876285790566731
5508,7.1036514832492355
5601,9.883975798736325
5602,9.33019532772107
5603,9.881099202903828
5604,9.963521653152311
5605,9.511074541527407
9551,10.421149513201142
9553,10.552434830601127
9552,10.865998779837037
9556,9.14941918757906
9575,7.738419968028271
9577,9.111692722336564
9578,8.86936637118254
5655,8.879699561144115
5656,9.603708537143994
5657,9.917394499759217
5658,9.95387369265771
5659,9.412130101144008
5555,9.931361365813025
5556,6.238698482492542
5273F,5.887220666501631
5559,4.381046093691456
5560,4.57193576903926
5561F,4.562698818981868
5531,4.85954054838195
0089,3.5974540758935794
5521,8.541835229375174
5522,7.934622064485315
5523,8.575344423163687
5524,10.146312173890925
5525,10.282704594548955
5533,10.112697299326436
5530,10.86729839657539
6475F,9.237671745669326
5551,3.043406052039045
5553,7.635735402688447
5554,7.606455759316022
5509,5.911024541369285
5510,6.203123603118696
5512,6.128896404949047
6474F,5.804437377612556
5529,6.364984851564687
5532,7.852483971695061
5515,7.606649219552503
5516,7.754533760901251
5517,7.621273082910189
5518,8.501644355664624
5519,7.8448839882640895
5520F,8.445892683050886
5562,4.060869065119886
9952G,2.943652421407942
4002G,4.203000042184058
4003G,4.316363569536494
1308G,4.311622584440042
4005F,5.530623989581053
4006G,5.531256749737992
4007G,5.576983457720221
4022,3.0445337250673035
6004,4.353133854559047
6005,4.693599540268693
3253F,4.100899265846503
3257F,5.089380786861727
2544F,3.0481517532655067
2548F,4.095804122208515
5718,4.095488037794721
5123,4.065849554041324
5120,4.410164621312051
5119,4.407830764722878
2603,4.389740426553939
2604F,3.8018449474488194
5121F,4.35457034584749
5719H,4.404758612959837
5720F,4.862755892227777
2608F,4.4816325880896555
5721G,4.890632502277654
5722F,3.121816768674199
5723G,3.1691268759858224
5724,5.232295414093546
5725,5.322924994293534
5729,5.26154701857279
5726F,5.217587662836374
5751,5.174902598228381
5753F,5.497022396192418
5754,5.092176360134048
1258G,5.28034893237013
5756F,4.722328108942515
2663G,4.741491874038948
2669F,6.650615475978024
2665F,5.974317387283969
5152G,6.624412701065511
5161F,5.236912477294612
2667F,5.13620857724624
2668,4.422439578613773
5155,5.298437849179487
5151,5.269080007971057
5159F,5.328288937099658
5757F,4.988309024230531
2672F,5.003783111636326
2670F,4.978605933231606
6601,3.8031492249753223
2401F,4.542141276749269
6608G,4.5173276403840825
3228F,3.625423283623349
3226F,4.510196312623131
3225F,4.556102898587262
3230F,2.7179168516257937
6070,5.026657193411389
6071,5.306905292551546
4053G,3.758161577060337
4054G,8.218278560790916
4055G,4.635711424582739
4066F,4.6437868205492565
1310,4.682367177238659
4058F,3.430329425622332
4059F,3.3990366226301814
4263F,3.0038296969501945
2709F,5.670956758553693
2710G,5.701822543390451
1984G,4.529443461408188
5952F,5.577688276098409
5953F,5.529531908823365
5920H,5.691987612441891
5175,4.5953591166143015
5158,5.156471965448662
2462F,5.071254812349645
2463F,5.1748683353115394
2333F,5.157912118677704
6430F,1.4040315316610974
5066F,4.66089726424559
5068F,4.684811923930358
5016F,2.4372658691676987
5018F,4.750413971754561
6428F,4.767209121781652
2334F,1.4106460492464914
2404F,4.4388418019790326
5115F,4.44757669339237
5116,4.4344804000480424
5916F,4.938170884068539
5917F,5.573112825334634
1985G,5.545548656148709
2764G,3.912675658046714
2765,4.209750305670588
9972F,3.9782406128476833
6461F,4.120090899316283
5710F,3.948542808396349
5711F,4.313574753566102
2876F,4.493422736731881
6189F,4.490926727989644
6012G,2.765113645579656
6412F,2.71937309203931
6014,4.5519701691742265
6437F,4.580299566813244
6308F,4.367870999908956
6309F,4.362023572520427
6310F,4.3912591720853875
6311,4.23263611482273
6312,4.362901384374638
6313,3.9084843774363236
6314,3.230809940820152
5020,3.325477553902024
5021,4.678061302420787
5022,4.686193520316424
6423F,4.666709867860919
5024,4.780502952588667
5025,4.797461092719297
5026,4.814843667600941
5027,4.600834594511049
5028,5.468303948964208
5029,5.395939327388612
6931H,4.505304489495403
5031F,3.850891680156646
5032G,4.194525849146536
6934F,3.0107651427117323
5053G,4.9547423905246415
5054F,4.919932194500814
6956H,4.630677045331166
5056,5.200720603567482
5057,6.4774373534661756
2708G,6.541853551845162
5058F,2.0148285045823067
5059,7.117603379783409
5060,7.255412334528412
6420G,3.4805976053242293
5062,5.494535510110832
5063,5.393482294206921
5064,5.446980474761905
6352,3.2300007544935436
6353F,3.988412449954155
6354,4.413612538776289
6355F,4.249514522479743
6356F,4.405675097906553
6357F,4.377592846046694
6434F,4.4134980595868365
6359F,3.6838683794373126
6413F,3.6373894982650326
6066G,2.911876653457528
1645F,2.845951554838574
2786F,3.6450914697470447
5765F,3.692526911336743
5766,3.5412780559331583
6459F,3.7545194127163377
5320,3.3483575865676722
0511,4.2048162820652415
0501,6.9868790550194975
0601,7.000325429013584
0611,7.02025279762916
0621,7.067771060832906
0702,3.8244430885162393
0703,5.723980485072716
0704,5.7484015943821
0705,4.820622210162572
0706,5.150322319808742
6253,5.243160574712147
6351,5.878645222295177
5402,4.5537630061142105
5399F,5.3130233953628
5403,5.054658242126396
5010,5.236481342636166
2869,4.769508374494088
5006,4.567872638609763
5007F,4.779520610072685
5008F,4.787123216313969
5009F,4.632380145560976
5011F,4.137866904568247
5015,3.9342618167844816
5013F,3.980597359167037
5014,4.137278615846041
6651,3.943121914684946
2851F,3.6594668286180814
6654F,3.046991602711849
6653F,3.8643580136488294
1926G,4.083546636967462
2165F,4.308681442222718
5817F,4.3264295385253835
5825,4.654206395657297
5826,4.7911242699514265
5823,5.123927707069691
1110,5.099302753282883
5824,5.641141645731477
5860,5.7594674075532675
1961G,5.417046625501071
1962F,5.537977044570483
2166F,5.270676214947526
1964F,5.385394302579566
5853G,5.391476566016236
6424F,3.337105978454328
6209,5.554138553447156
0722,4.868853107486822
0723,6.576086865877421
0724,5.167316744266847
0725,6.463113422846091
0726,6.428024972658286
6649F,3.678424847203838
6604F,3.8683293317921863
2848F,2.9512109630046437
6607,3.442313808903417
5071,3.5643021123925873
5072,3.7670125176934164
5089,3.4500377204491963
5074F,3.4846466044073656
5076F,3.7806940252276577
5077,5.390283528037612
5078F,5.527818141967246
5079,5.49151666671609
5080,5.438312684738657
5081F,6.623109526947124
5471,5.283870235294419
5398F,4.5779163118592745
5472,4.76443948710801
1289,4.294321957201778
3661,4.4327788420492364
3210B,3.711475580236253
1535,5.25308987780229
3402,6.057894919784588
3403,5.773049725638156
3417,5.121468466944158
3419,5.417474167897235
3411,5.875209812604521
2173,5.989576424621525
3408,4.729360332625897
3409,3.0443891172568565
3410,4.921424251232287
2101,3.5288701679284267
6303B,3.8938059282365463
2792,4.096371165448496
2795,4.763303716639264
6411,3.7519562413085508
5735,3.730252633231331
6438,3.722982213756055
6308,3.714049893045867
3062,3.4214790569139715
6442,2.6124387670038716
3072,2.8197633085828557
3353,3.864927986238951
3354,4.09993352888824
3355,2.9493823630697746
9060,4.618589951094593
6435,4.183172259931921
6359,4.48121723460855
6410,4.520924282959852
2796,3.9021780192701376
2839,4.283360412004168
6364B,3.739022962973058
2100,3.310913937215933
2102,4.242982704277048
2345,2.66951846381925
2346,4.659068709646917
2174,5.436062918444947
3449,5.367229554018897
3470,4.785278838876849
3448B,4.967544582649117
3450,4.9993249370925295
3459,4.680640036401602
3460,5.018435916492697
3272,3.9006390340042754
3273,5.290283070469674
3274,4.4870254365875555
3285,4.489509218087096
3286B,3.715930576607486
3288,3.440132475143616
3815,7.1544848721612055
3851,9.980483821248658
3860,9.269182974932576
3859,10.016406385242213
3856,9.632599686943832
1665,10.93389060105131
3858,5.629015889565641
3852,5.842916700289313
2528,6.000240554288576
2541,5.670736370019911
1662,3.9898891560213667
3800,5.77873525013082
3802,6.7068314724945575
3804B,6.487788917555205
3805,6.736868522825771
1666,5.3952442746708895
3808,12.835983256169479
3812,7.625182997256503
3853,7.641265504625035
3810,7.464904723325754
3814,7.584075787092033
3850,3.040004325408363
3556,5.6529039764981714
1598B,4.2354079102864715
3557,4.427927199732897
3558,4.548786323238297
3559,3.808367913575944
3525,3.958077797600607
2351,4.1030730211454625
3562B,6.152834785866349
3570,6.219021660946755
3572,6.152717380316874
5612,5.860042129363729
2963,5.911509837705768
2964B,5.397642757781305
2967B,5.311779510528624
2948,2.8659189982962148
3567,3.738580447494841
6447,3.384587292833256
2301,5.001575092539737
2595,5.593926683438423
2596,1.0722104389717193
2296,3.8136963699927495
6444,2.73648242106596
3502,3.6641893572089184
3503,4.234784031766329
1734,3.3489149715037643
3518B,3.318337115337668
3506,3.331623430611518
2928,3.254851314358966
5611,4.102715880759591
3508,4.130148913412287
3517,4.847208233509818
3510B,4.863747381343848
2397,3.3714380835382025
5407,7.462486877690685
3514,4.251533138295943
3515,5.116959100699245
1597B,5.109660962715834
3520,3.3493794598026017
2351F,2.1781551142854028
6409F,3.5154565712364083
6418F,1.633377812633663
6363,2.2328154904695956
6364,2.9869667956585086
6365,2.844232859775103
3231,4.627950466743031
4152,6.551731580331888
1303,7.123710044758
4153,6.642121523174793
4156,4.227231192218567
4157,4.992809245586254
4158,3.660458894636627
4163,6.077305182716316
4159,5.685153677979783
4160,5.342154775625265
4168,5.7346315470828095
4169,6.091312607389954
4162,4.817944866763432
4165,5.190546539426272
2866,5.448102807153005
4002B,3.5048680196620046
1099,3.0373374185554987
1116,9.62437874189731
1102,7.932032702806615
4598,7.925326878033358
4599,7.1156109472751945
4600,7.5023780166159835
4601,6.519509165570205
4602,5.453854304191204
4658,5.2688379170406705
4659,3.6663609881751578
3238,4.69526605873951
3252,4.006293359076246
3281,4.936441016826172
3282,4.977227476691247
4014,4.854022248603516
3232,5.184109338666168
3233,5.213542182647718
3239,5.430053715388271
3235,5.904487897645329
3236,5.4037161021802005
4653,6.090056009888335
4655,6.33200326751153
4656,5.2606998782860925
4657,6.1066187330715005
4661B,5.545888901127995
1193,6.31886181224765
1195,6.302990348588525
1196,10.192930005489455
4059,1.827498203157487
2864,3.0959117282059285
4062,4.821569808118967
4101,4.696177400698227
4109,4.91524707255879
4115,5.962530028220913
4103,5.875943856628482
4104,5.624700199323317
4112,5.6257121848351845
4105,6.140906464685125
4106,3.193598737808886
4107,3.982511448242169
4110,3.3297646233185683
2519,6.722515310992494
4116,6.940137367562895
1112,6.590173254685212
1184,4.75031638878693
1182,5.068864622964121
1197,4.689096392051346
2511,5.821764094969173
2512,6.887812854491825
2513,6.89867918710473
2514,6.5174797561384
2522,5.59606158290548
2536,5.388186500811033
1967,4.427749478248594
2312,5.338280646126816
1987,5.680744549847296
2314,5.435929573750166
2315,5.685013825377001
2316,6.039804303280639
2317,6.762544467354911
3064,8.28140393884606
2330,10.18550011842754
2829B,7.498385558610592
2478,5.500842734272736
9608,6.378833288443124
9607,5.576289752149146
9631,7.423510946562807
9626,7.715124807016303
9627,6.9110633035230835
9783,7.465075587836797
1143,6.2517693819963664
1121,4.911284300646788
9784B,7.73138944857412
9786,5.43802221290129
9787,6.037249568117944
2841,7.249958796230543
9707,7.235472566528568
9605,7.680341054098046
9606,5.067716937636331
9632,5.853468639779262
9634,5.703542756346029
9635,5.940970210143237
2352,5.483699585798492
2329,7.35291613033519
3002,10.417270112891298
2358,7.981141019516816
2359,6.781670793546949
2360,6.101352972616184
2361,5.730976586673746
2362B,5.44090970810502
2363,5.7366826475698485
1974,4.945548704137376
2299,4.705311566309425
3001B,7.672401481751244
2634,4.466039978776946
2455,5.82734131502596
2954B,5.655118596807174
2456,5.0719509116914905
2457,5.007840055025068
5858,3.4610566757373373
5859,5.005479305234247
2934,4.495913649287702
2459,4.755917313986331
2460,3.8969071638626342
2767,4.552610683101353
2773,5.229862729835182
2775,5.155734803954586
2671,4.90872161049862
2778,2.254427801286402
2467,3.2775873184832562
1125,3.465794102654396
1126,4.929838773283737
1127,4.9266853081458
3630,3.6795680949950844
1781,3.7129170676013428
2744,3.655372642627258
2737,3.951492163385983
2733,4.230474377196129
1063,3.298174670305852
1167,2.8651707026345554
1168,3.9854420253497227
1169,3.9964386925719024
2780,1.9776679735777918
2539,5.193378969613995
2777,5.212742171088476
2774,5.53124006593046
2772,5.512720287640618
2407,5.14197747487459
2408,3.8643309328837723
2957,4.830679964283726
5810,4.242693649552955
5811,4.434294264347424
2410,2.5133309121277216
2411B,4.142341322971871
2937B,4.458567696644806
2412,4.262857143214116
2633,4.534240074016944
2414,4.602900991032249
2415,4.432882086697096
2452,3.648621856065989
2306,5.525929334787052
2565,8.105717609553798
2566B,5.109376614695588
2567,5.188851064786297
2568,5.299548153782702
1097,4.74463985312296
1098,4.35409854603757
1172,4.688611134101417
2544,6.6646112343057675
6433,3.918054766184181
1131B,3.8852447564300268
1418B,3.4807419684591934
2247,5.083479358351541
4556,5.652405422966078
5044,6.038766349682904
3018,9.479001076334146
9600B,8.76989669025556
3017,10.285565485531901
5048,11.164184808532474
2695,6.136580054632296
2250,4.805552049487681
1270B,5.181184447374059
1162C,2.811922797017043
6432,4.266826362764955
1780,2.9891853668731843
1827,7.039239409758932
1837,11.316254841492992
3003,9.71784729444949
1089,9.933694064179564
3005,10.147961373384552
3014,9.881081974360976
3007,10.220173536309494
3008,10.424408098729174
2376,5.0814146738866
2870,6.514277471321033
2325,4.804552007729862
2370,4.703211765295732
1349,4.479509518672506
1016,3.699430387149064
1024,3.5788941111957455
1083,4.402014886791722
1052,3.4738543594946805
1051,3.0940847846792914
1356,3.598001022377474
2305,4.540673051236355
2326,4.276922604843051
2868,4.470772674880915
2308,10.378702378527391
3058,5.769472243862305
3059,10.3106668572353
2327,9.978469926296166
3061,9.633647822490762
1090,10.583950545786905
3063,9.288099430931114
1838,9.9409539513314
1839,12.342313579450911
6501,5.657651567839769
6505,3.996014582219068
6504,4.061390298180057
4119F,3.6584681451712555
6100,3.2569709909619666
6122,3.5109337859786818
2878F,3.1768341060407486
2543F,2.965575916824909
6178,4.249664681385532
2720F,4.325209074455718
2726F,5.323962267061265
6179,4.207015138059342
2537F,4.162908811655857
2879F,2.8784793220484093
6174F,3.2361381555947646
6171,3.4607143898498185
4118F,3.319187118661758
6172,3.6207170633475547
6552,3.9445347434325995
6553,3.936168023248329
5474,4.352526807841646
1943,5.766324210647849
1968,7.202042778311284
1969,7.047510654370176
1970,4.145554016223656
1971,3.8220294986043326
1972,4.440680609363818
1973,3.1582104257896115
5255,4.460093435234197
1975,3.5073731299402406
1976,3.698167926236026
1977,3.653754527258721
1986,3.3822420843622645
6112,3.378566084548303
1980,3.1249279439518447
1981,2.9068158534696273
1983,3.136729293525132
4367B,2.9208798059378207
1776,2.7141713153556153
1124,1.3299530871165006
3323,2.8674556387073458
5256,2.7990912027401995
6443,0.8751997324116624
1729,2.4161161968181717
1233,2.318682094005444
1906,2.7801694663278402
1909,3.506503414477914
1917,4.2821458290596945
1918,3.2043457795364496
1919,4.639645129583903
1920,4.294024438589344
1921,4.822345499829593
1942,5.815284614055068
4076,5.8146216725384
1910,4.620902303497815
3122,4.821709418064518
1903,4.789723775881981
1912,4.785785632312041
1913,5.673835277468237
1914,5.704257179557435
1915,5.681020173785935
1916,4.840918302449194
2736,3.4238144649069677
2462,3.372446581438675
2463,3.620291965924935
2333,3.607069525673612
2465,2.9228260358583156
2840,2.5394398722692983
2787,2.8871056737670635
2788,2.6487822385283493
2739,4.338082661363665
1801,2.423759091640725
2402,3.2634150759310434
2334B,2.9230930074567385
2404,3.4654480751875445
5115,3.5081052739360583
2738,4.84164374102249
2734,5.0800945629225875
2924,4.325026408131711
3361,3.021029427693423
3425,4.255137109436348
3458,5.827434038464035
3466,4.93559869166512
3468,6.143478301660098
4500,6.1982424345214
4505,4.589411477803515
3904,4.918612009311546
3905,5.362800725226373
3911,3.759706064053555
6454,5.3116481875633275
1563,4.597154491840794
3216,3.9401779233579797
3707,4.3926657905648305
1463,5.280470653410118
1464,5.912735330889461
1476,5.23582849183722
1497B,5.783166941532597
1160,5.2390315714795745
2453,5.257858341903141
2632,5.12753123419623
2616B,4.217647602384772
2939B,3.347060562313979
5152,2.8194358269924678
5161,3.754191340359604
1085,3.665411378380733
2551,5.155325094673395
2556,5.8702584556152555
3681,5.873785677506078
2550,3.8080211578134926
2252,3.0393834130188724
2617,4.044030782610701
2618,5.549477164552888
2619,5.550507340658331
2620,5.488485846444858
2621,5.498449312647903
2622,5.573529785503192
2623,5.046064758282851
2624,5.628544494839554
2625,5.551116985701933
3046,2.707755442201066
3074,0.9584681382920878
2598,3.029908066454169
2614,5.642201792142451
2599,5.585265380300546
2600,5.236341342178094
2601,5.564459432173295
2602,5.430434242600603
2605,5.612706734268275
2606,5.66815843331231
2607,5.54305409554942
2225,3.5482178905466797
2226,3.132468117081499
2523,4.943291700989507
2555,4.512535323364512
1015,4.85437235785649
5915,3.758032502547719
5719,3.895644877215126
2952B,3.792387789849653
2612,3.202004818991778
2631,5.074029589766344
2416,3.903402376261945
2417,3.8856688311413463
3682,3.5524118910054643
2176,3.822114297467602
2158B,4.350911472500294
2729,4.586656285503084
2160,4.522136467680774
9103,4.390860400276175
1065,3.6067112806544164
1066,5.65212431883612
1067,5.34955145495671
1768,5.019122973863676
2801,3.6851860672617303
2867,2.1844818946877322
1467,3.5304719217429534
9047,3.89528369876505
4259,3.8103367209843575
2842,4.669955766823334
4072B,2.7409202890194972
4261,4.684382486629559
4268,3.828160699574061
6482,4.551827848087338
2740,4.980836148587716
2742,4.7736692609305935
2745,4.846453229643983
2747,5.815010935372169
2751,3.9846897051068018
2813,4.137396077122916
2814,5.534877505758068
2815B,6.813032863096259
2816,7.051956861396698
2817,7.202303132948664
2756,6.859883743675315
2365,5.9985780105186235
2822,1.536340315785185
2758,4.033565916773608
2853,4.546464376305385
2854,4.6568322545394425
2855,4.591460362053185
2856B,4.114411363522141
2857B,4.891264725554076
2755,3.88416801905397
2749,2.986759893406422
2746,5.165574137986169
2743,4.298672978052737
2741,4.874634863351461
6481,3.4740729498895386
4228,3.801381490029368
4205B,2.7866427479104523
4206B,4.783829724076948
4207,4.766451819502922
1466,4.843040853359492
4251,5.337471143447445
2874,2.6887425414298556
1746,4.149713086173375
1008,5.15218759463952
1009,4.7528297146301925
1010,5.085285667511797
1747,3.5975544225687752
2162,5.010113902305571
2730,4.399713009887169
2159B,5.058345236949313
2845,4.695854223126122
5102F,4.774659153605204
5105F,4.709930733250029
1306F,4.5711456093911265
1094F,5.623413124858044
1064,5.519843033040459
1111,5.069700624822292
5108,4.6126472452712255
5109,4.805397328621581
0471,4.108007018747165
6864F,4.980421502328972
6865F,5.02458226977024
6866F,2.4277153670445863
6867F,4.454680954471926
6869G,4.143318827263909
2805F,4.391702350677483
5082,3.5127735021348006
4958F,3.6214551149416327
2636F,4.651659145218971
5086F,6.881952625169315
5165,3.720018670768829
5166,4.194672601580358
5172F,3.7995179389333567
1199F,6.873901880664901
1236F,6.719969340486881
1307F,6.935329317395268
5168F,4.626263472439918
5174F,4.747734164164506
5170,4.774858543356801
2637F,7.658000674506497
4955F,7.603773276759301
5003,5.570279744903059
6800F,4.44707412770587
6803F,4.766087624271641
6804F,5.09819249743973
1014F,2.35662254246897
6805F,4.8660953158355085
0472,4.821569645697495
1675F,4.069567732317818
1677F,4.033613734844123
1679F,6.169409017693552
1681F,5.737143762814569
1683F,5.998610361914359
1685F,5.69883275710446
1687F,4.862805651461618
1684F,4.376276874651435
1682F,5.069162061337818
1680F,6.149483381149381
1678F,6.053307791830092
1676F,6.186530679173656
1674F,3.992629691355203
0473F,5.05755240736818
2140,5.099051148860785
2142,5.998948472906651
2143B,5.987518955004367
2144,6.034325348463581
2145,6.094619208923927
2146,8.266230917952358
2147B,8.311172596734888
2156,7.117202613362029
2157,6.769792983948688
2161,6.556818942770882
2167,6.699981358628363
2168,5.124001226463596
1953,5.612913197007682
1954,5.296884387513009
1955,4.785000994201324
1963,5.532742811622864
1957B,5.582694251885089
1958B,5.6335427253425445
1959,5.4446976271589245
1965,5.647447010041556
1961B,4.5293288360451545
1962,5.051650840559132
2166,4.343803742302072
1964,4.516782318292539
1985B,4.214968182532781
4075,4.161314489905181
1251,6.520038619266753
4854C,8.518635693801727
2355,0.6371702017867907
1984B,3.984759955845317
1926B,3.8540493009791303
2165,4.154929290597327
5817,4.1585729061402255
1929,6.106177254813721
1937,4.875669538826587
1931,6.5789798387608425
1932,6.258998577000859
1933B,6.526582881338819
1939,6.494116064275752
1935,6.1372048571326
1936,6.2878442406247395
1944,5.1702246419285816
1938,4.30944670279303
2099,4.692126213768719
2112,7.062819365422224
2103,5.995564817810885
2104,7.070177378305538
2116B,7.035296954880499
2117B,7.884433456169806
2118B,8.056383112643637
2119,5.637658475397771
2120,6.247340142590065
2136,6.236903285056058
2137,6.293702388944155
2138B,6.187782208222856
2109B,4.737911672404657
1250,4.788632977518881
5058,4.072682538317864
1951,1.3283476664691933
2648,5.484856780676319
1204,6.124444711837437
1205,4.688315648345252
1206,5.930319115232917
1207,4.896561707035568
2748,4.43908592463586
2754,4.99058474156403
2776,4.576022686905795
2784,5.117280947906941
2782,3.710689796089881
1178,8.758608304444685
4595,5.29612795665787
6648,5.47508699634454
3259B,4.604505753862552
3260,3.839322172264028
3261,4.343544264643841
1894,3.806350545233431
1820,1.8737811033898397
3347,2.0847203547027733
2303,4.657332899063261
3320B,3.969179302782882
3221,5.080017456546484
3222,5.00393365186786
3223B,4.819346492368636
3228,4.851617466379833
4594,5.4050026367925295
1117,5.7107005476638975
2781,9.204481938705829
2783,3.7628410650564708
2779,5.045600190849324
2768,5.192407152105892
2750,3.7522076507767665
1257,4.3848959498661095
1259,6.305826754571722
1260,5.523793347963827
1261,6.016720314951761
1723B,4.371726431155942
1724,4.490714415948705
1725,3.8546782213070423
1752,6.1067483036112655
1753,7.179559654993412
1754,6.921840127302246
6468,6.4287755831457725
4407,6.651487546449777
4452,3.1483188518032224
4449,5.886742054409389
4454,5.947008072728001
4455,5.340082636496714
4456,5.487931214437368
4358,4.778658088948718
2079,4.604555861074991
2107,6.021352434853807
2016,5.37496834459777
2018,5.715171458968664
5451,4.262768546201801
5459,6.235262077706687
5458,5.070097420908535
6439,6.020879106605087
2762,5.893343451851961
2763,4.68239916312131
2714,6.172064079045168
2715,4.2981021525923975
6440,5.837751782685299
2721,5.990096620250303
5415,4.896117553646832
5416,6.179145021952874
2074,3.6180608068281646
2076,5.68623239709396
2115,5.79830694117067
2080,5.89943576744449
4310,2.382155078740991
4401,5.779351237533692
4402,5.820138164938962
4403,5.298164403104446
4408,4.752759530165236
4405,5.126374162170468
3549,2.678951754631452
6469,5.229416269015015
2046,5.222822193720264
2564,5.717067490888285
2569,6.919614493968596
2570,3.623462602091112
2571,3.678777952060342
2572,3.6708558539514056
2573B,3.691574934215526
1767,3.305625928280535
2575,3.903532892320731
2576,4.140600767807048
2171,4.125900152554213
2547,4.152469781224934
4132B,1.9510077194570838
2809,5.5091111108608315
2810,5.874312987729495
2811,7.50154695578424
2824,6.317695973601642
2819,5.246870074160661
1989,5.325180612849298
2827,5.402452734949224
2823B,6.060975006142058
2766,6.12063452381042
2852,4.977673433858418
2875,4.38094783694674
2861,5.608170300338962
2860,6.77640401434271
2545,5.3785482845422505
4131B,4.251802505674347
2554,2.069187692242339
2170,4.765872189091484
2503,4.745856160966272
2504,4.738945547115956
1775,4.623421236072339
2506B,3.3077212710882296
2507,3.8423800278479594
2508,3.88837475428261
2509,3.7955816247578844
2510,3.793121918200557
1483,6.348184328885774
2717,5.535632686797974
2718,7.9553985563378085
5424,7.917447226309241
2757C,4.597987527803802
2759,6.857191724007437
2760B,6.90146284047116
1203,7.675760519414036
2752,4.197575842030865
2753,5.96333785025994
1751,6.000359163372411
1756B,5.971934949057346
1757,6.054068444625527
1758B,5.95610910803583
2290B,6.044704438552262
1760,5.688268727841904
1779,5.791755457526352
1762,5.72669449241492
1278,5.727813192799591
1764,4.243054442148569
1777B,4.353974675897692
1769,3.790937855973515
4952,2.442797004735527
1706,3.021718744114689
1728,4.655942099997404
1733,4.508982000914975
1712,6.510848424866587
1713,6.667480087906931
1714,4.251391240281668
1715,4.306137221089803
1716,4.328623149419532
2291B,4.269302345873116
1718B,6.201364402810114
1719,6.266196887887497
1720B,6.250413494914693
1731,6.288882365081363
2725,6.495697884774272
2727,6.423007603252935
2728,3.145115918143226
2058,3.436679038943087
2953B,4.730727135039789
2955,4.547014212557043
2951,4.933858018808921
2965,3.3825364233863526
2959,3.9668285720203977
2960,3.2785918442717263
2971,3.500265448633528
2962,3.8696661897992777
2929,3.347358272001319
2972,2.8434141587226036
