Code_Ligne,Variante,succession,stop_id,descr_fr,descr_nl,alpha_fr,alpha_nl,coord_x,coord_y,mode,numero_lig,terminus,geometry
052b,1,3,1167,CHAPELLE,KAPELLEKERK,Chapelle,Kapellekerk,148719.0,170055.0,B,52,FOREST NATIONAL,POINT (148719 170055)
052b,1,4,1168,JEU DE BALLE,VOSSENPLEIN,Jeu de Balle,Vossenplein,148459.0,169668.0,B,52,FOREST NATIONAL,POINT (148459 169668)
052b,1,5,1169,PORTE DE HAL,HALLEPOORT,Porte de Hal,Hallepoort,148201.0,169332.0,B,52,FOREST NATIONAL,POINT (148201 169332)
052b,1,6,1801,PORTE DE HAL,HALLEPOORT,Porte de Hal,Hallepoort,148162.2,169191.8,B,52,FOREST NATIONAL,POINT (148162.2 169191.8)
052b,1,7,2402,PARVIS ST-GILLES,ST-GILLISVOORPL.,Parvis Saint-Gilles,Sint-Gillisvoorplein,148271.0,168912.0,B,52,FOREST NATIONAL,POINT (148271 168912)
052b,1,8,2334B,BARRIERE,BAREEL,Barrière,Bareel,148224.0,168482.0,B,52,FOREST NATIONAL,POINT (148224 168482)
052b,1,9,2404,COMBAZ,COMBAZ,Combaz,Combaz,147878.0,168322.0,B,52,FOREST NATIONAL,POINT (147878 168322)
052b,1,10,5115,ROCHEFORT,ROCHEFORT,Rochefort,Rochefort,147657.0,168215.0,B,52,FOREST NATIONAL,POINT (147657 168215)
052b,1,11,2738,PIERRE DECOSTER,PIERRE DECOSTER,Pierre Decoster,Pierre Decoster,147267.8,167952.2,B,52,FOREST NATIONAL,POINT (147267.8 167952.2)
052b,1,12,2734,UNION,UNION,Union,Union,146910.8,167727.9,B,52,FOREST NATIONAL,POINT (146910.8 167727.9)
052b,1,13,1015,BERVOETS,BERVOETS,Bervoets,Bervoets,146555.5,167357.7,B,52,FOREST NATIONAL,POINT (146555.5 167357.7)
052b,1,14,5915,FOREST CENTRE,VORST CENTRUM,Forest Centre,Vorst Centrum,146482.0,166852.0,B,52,FOREST NATIONAL,POINT (146482 166852)
052b,1,15,5719,SAINT-DENIS,SINT-DENIJS,Saint-Denis,Sint-Denijs,146391.1,166607.3,B,52,FOREST NATIONAL,POINT (146391.1 166607.3)
052b,1,16,2952B,GARE FOREST-EST,STAT. VORST-OOST,Gare de Forest-Est,Station Vorst-Oost,146622.0,166521.0,B,52,FOREST NATIONAL,POINT (146622 166521)
052b,1,17,2732,FOREST NATIONAL,VORST NATIONAAL,Forest National,Vorst Nationaal,146874.5,166601.8,B,52,FOREST NATIONAL,POINT (146874.5 166601.8)
052b,2,1,2732,FOREST NATIONAL,VORST NATIONAAL,Forest National,Vorst Nationaal,146874.5,166601.8,B,52,GARE CENTRALE,POINT (146874.5 166601.8)
052b,2,2,2616B,FOREST NATIONAL,VORST NATIONAAL,Forest National,Vorst Nationaal,146809.1,166585.5,B,52,GARE CENTRALE,POINT (146809.1 166585.5)
052b,2,3,2939B,GARE FOREST-EST,STAT. VORST-OOST,Gare de Forest-Est,Station Vorst-Oost,146589.3,166541.0,B,52,GARE CENTRALE,POINT (146589.3 166541)
052b,2,4,5152,SAINT-DENIS,SINT-DENIJS,Saint-Denis,Sint-Denijs,146421.0,166678.0,B,52,GARE CENTRALE,POINT (146421 166678)
052b,2,5,5161,FOREST CENTRE,VORST CENTRUM,Forest Centre,Vorst Centrum,146476.0,166789.0,B,52,GARE CENTRALE,POINT (146476 166789)
052b,2,6,1085,BERVOETS,BERVOETS,Bervoets,Bervoets,146598.5,167448.5,B,52,GARE CENTRALE,POINT (146598.5 167448.5)
052b,2,7,2735,UNION,UNION,Union,Union,147014.0,167772.5,B,52,GARE CENTRALE,POINT (147014 167772.5)
052b,2,8,2736,PIERRE DECOSTER,PIERRE DECOSTER,Pierre Decoster,Pierre Decoster,147261.3,167938.4,B,52,GARE CENTRALE,POINT (147261.3 167938.4)
052b,2,9,2462,ROCHEFORT,ROCHEFORT,Rochefort,Rochefort,147693.0,168221.0,B,52,GARE CENTRALE,POINT (147693 168221)
052b,2,10,2463,COMBAZ,COMBAZ,Combaz,Combaz,147910.0,168321.0,B,52,GARE CENTRALE,POINT (147910 168321)
052b,2,11,2333,BARRIERE,BAREEL,Barrière,Bareel,148257.0,168490.0,B,52,GARE CENTRALE,POINT (148257 168490)
052b,2,12,2465,PARVIS ST-GILLES,ST-GILLISVOORPL.,Parvis Saint-Gilles,Sint-Gillisvoorplein,148295.4,168859.2,B,52,GARE CENTRALE,POINT (148295.4 168859.2)
052b,2,13,2467,PORTE DE HAL,HALLEPOORT,Porte de Hal,Hallepoort,148277.6,169128.2,B,52,GARE CENTRALE,POINT (148277.6 169128.2)
052b,2,14,1125,HOP. SAINT-PIERRE,SINT-PIETERS-ZKH.,Hôpital Saint-Pierre,Sint-Pieters-ziekenhuis,148408.0,169365.0,B,52,GARE CENTRALE,POINT (148408 169365)
052b,2,15,1126,JEU DE BALLE,VOSSENPLEIN,Jeu de Balle,Vossenplein,148611.0,169668.0,B,52,GARE CENTRALE,POINT (148611 169668)
052b,2,16,1127,CHAPELLE,KAPELLEKERK,Chapelle,Kapellekerk,148807.0,170093.0,B,52,GARE CENTRALE,POINT (148807 170093)
052b,2,17,2840,MADELEINE,MAGDALENA,Madeleine,Magdalena,148986.0,170314.0,B,52,GARE CENTRALE,POINT (148986 170314)
052b,2,18,2787,GARE CENTRALE,CENTRAAL STATION,Gare Centrale,Centraal Station,149245.4,170577.2,B,52,GARE CENTRALE,POINT (149245.4 170577.2)
053b,1,1,2647,WESTLAND SHOPPING,WESTLAND SHOPPING,Westland Shopping,Westland Shopping,144125.0,169698.4,B,53,HOPITAL MILITAIRE,POINT (144125 169698.4)
053b,1,2,2648,WESTLAND SHOPPING,WESTLAND SHOPPING,Westland Shopping,Westland Shopping,144297.0,169688.8,B,53,HOPITAL MILITAIRE,POINT (144297 169688.8)
053b,1,3,1204,FRUITS,FRUIT,Fruits,Fruit,144473.0,169665.0,B,53,HOPITAL MILITAIRE,POINT (144473 169665)
053b,1,4,1205,WILLEMYNS,WILLEMYNS,Willemyns,Willemyns,144914.0,169873.0,B,53,HOPITAL MILITAIRE,POINT (144914 169873)
053b,1,5,1206,PETERBOS,PETERBOS,Peterbos,Peterbos,144890.0,170228.0,B,53,HOPITAL MILITAIRE,POINT (144890 170228)
053b,1,6,2564,PRINCE DE LIEGE,PRINS VAN LUIK,Prince de Liège,Prins van Luik,145095.0,170780.0,B,53,HOPITAL MILITAIRE,POINT (145095 170780)
053b,1,7,2565,MACHTENS,MACHTENS,Machtens,Machtens,145208.0,171253.0,B,53,HOPITAL MILITAIRE,POINT (145208 171253)
053b,1,8,2566B,CANDRIES,CANDRIES,Candries,Candries,145676.4,171687.1,B,53,HOPITAL MILITAIRE,POINT (145676.4 171687.1)
053b,1,9,2567,LEROY,LEROY,Leroy,Leroy,145821.0,171836.0,B,53,HOPITAL MILITAIRE,POINT (145821 171836)
053b,1,10,2568,CIM. DE MOLENBEEK,BEGR. MOLENBEEK,Cimetière de Molenbeek,Begraafplaats van Molenbeek,145989.0,172034.0,B,53,HOPITAL MILITAIRE,POINT (145989 172034)
053b,1,11,2569,BASTOGNE,BASTENAKEN,Bastogne,Bastenaken,146328.0,172445.0,B,53,HOPITAL MILITAIRE,POINT (146328 172445)
053b,1,12,2570,BOSSAERT-BASILIQ.,BOSSAERT-BASILIEK,Bossaert-Basilique,Bossaert-Basiliek,146487.0,172713.0,B,53,HOPITAL MILITAIRE,POINT (146487 172713)
053b,1,13,2571,RIETHUISEN,RIETHUISEN,Riethuisen,Riethuisen,146653.0,173078.0,B,53,HOPITAL MILITAIRE,POINT (146653 173078)
053b,1,14,2572,SIMPSON,SIMPSON,Simpson,Simpson,146750.0,173292.0,B,53,HOPITAL MILITAIRE,POINT (146750 173292)
053b,1,15,2573B,MIROIR,SPIEGEL,Miroir,Spiegel,146829.0,173421.0,B,53,HOPITAL MILITAIRE,POINT (146829 173421)
053b,1,16,1767,LEOPOLD I,LEOPOLD I,Léopold I,Leopold I,147181.0,173604.0,B,53,HOPITAL MILITAIRE,POINT (147181 173604)
053b,1,17,2575,WOESTE,WOESTE,Woeste,Woeste,147504.0,173816.0,B,53,HOPITAL MILITAIRE,POINT (147504 173816)
053b,1,18,2576,LOYAUTE,RECHTSCHAPENHEID,Loyauté,Rechtschapenheid,147847.0,174000.0,B,53,HOPITAL MILITAIRE,POINT (147847 174000)
053b,1,19,2171,EMILE DELVA,EMILE DELVA,Emile Delva,Emile Delva,148129.5,174059.9,B,53,HOPITAL MILITAIRE,POINT (148129.5 174059.9)
053b,1,20,2547,BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148524.0,174141.0,B,53,HOPITAL MILITAIRE,POINT (148524 174141)
053b,1,21,4132B,GARE DE BOCKSTAEL,STATION BOCKSTAEL,Gare de Bockstael,Station Bockstael,148533.0,174375.0,B,53,HOPITAL MILITAIRE,POINT (148533 174375)
053b,1,22,2809,KAREL BOGAERD,KAREL BOGAERD,Karel Bogaerd,Karel Bogaerd,148549.0,174534.0,B,53,HOPITAL MILITAIRE,POINT (148549 174534)
053b,1,23,2810,ARTISTES,KUNSTENAARS,Artistes,Kunstenaars,148994.0,174569.0,B,53,HOPITAL MILITAIRE,POINT (148994 174569)
053b,1,24,2811,SCHOLA EUROPEA,SCHOLA EUROPEA,Schola Europea,Schola Europea,148917.0,174982.0,B,53,HOPITAL MILITAIRE,POINT (148917 174982)
053b,1,25,2824,SERRES ROYALES,KONINKL. SERRES,Serres Royales,Koninklijke Serres,149182.7,175426.6,B,53,HOPITAL MILITAIRE,POINT (149182.7 175426.6)
053b,1,26,2813,DE WAND,DE WAND,De Wand,De Wand,149193.0,176148.0,B,53,HOPITAL MILITAIRE,POINT (149193 176148)
053b,1,27,2814,PAGODES,PAGODEN,Pagodes,Pagoden,149580.0,176166.0,B,53,HOPITAL MILITAIRE,POINT (149580 176166)
053b,1,28,2815B,LONG BONNIER,LANGE BUNDER,Long Bonnier,Lange Bunder,149777.4,176158.0,B,53,HOPITAL MILITAIRE,POINT (149777.4 176158)
053b,1,29,2816,VERSAILLES,VERSAILLES,Versailles,Versailles,150247.0,176210.0,B,53,HOPITAL MILITAIRE,POINT (150247 176210)
053b,1,30,2817,BEYSEGHEM,BEIZEGEM,Beyseghem,Beizegem,150583.0,176251.0,B,53,HOPITAL MILITAIRE,POINT (150583 176251)
053b,1,31,2819,KRUIPWEG,KRUIPWEG,Kruipweg,Kruipweg,150854.0,176019.0,B,53,HOPITAL MILITAIRE,POINT (150854 176019)
053b,1,32,2312,ZAVELPUT,ZAVELPUT,Zavelput,Zavelput,150978.0,176001.0,B,53,HOPITAL MILITAIRE,POINT (150978 176001)
053b,1,33,1989,PETER BENOIT,PETER BENOIT,Peter Benoit,Peter Benoit,151397.5,176156.3,B,53,HOPITAL MILITAIRE,POINT (151397.5 176156.3)
053b,1,34,2365,VAL MARIA,MARIENDAAL,Val Maria,Mariëndaal,151171.0,176617.0,B,53,HOPITAL MILITAIRE,POINT (151171 176617)
053b,1,35,2827,FERME NOS PILIFS,FERME NOS PILIFS,Ferme Nos Pilifs,Ferme Nos Pilifs,151251.0,176970.0,B,53,HOPITAL MILITAIRE,POINT (151251 176970)
053b,1,36,3001B,HOP. MILITAIRE,MILITAIR HOSP.,Hôpital Militaire,Militair Hospitaal,151471.0,177544.0,B,53,HOPITAL MILITAIRE,POINT (151471 177544)
053b,2,1,3001B,HOP. MILITAIRE,MILITAIR HOSP.,Hôpital Militaire,Militair Hospitaal,151471.0,177544.0,B,53,WESTLAND SHOPPING,POINT (151471 177544)
053b,2,2,2352,HOP. MILITAIRE,MILITAIR HOSP.,Hôpital Militaire,Militair Hospitaal,151403.5,177462.4,B,53,WESTLAND SHOPPING,POINT (151403.5 177462.4)
053b,2,3,2823B,FERME NOS PILIFS,FERME NOS PILIFS,Ferme Nos Pilifs,Ferme Nos Pilifs,151265.0,177055.0,B,53,WESTLAND SHOPPING,POINT (151265 177055)
053b,2,4,2766,VAL MARIA,MARIENDAAL,Val Maria,Mariëndaal,151147.6,176630.3,B,53,WESTLAND SHOPPING,POINT (151147.6 176630.3)
053b,2,5,2362B,PETER BENOIT,PETER BENOIT,Peter Benoit,Peter Benoit,151316.0,176093.0,B,53,WESTLAND SHOPPING,POINT (151316 176093)
053b,2,6,2363,ZAVELPUT,ZAVELPUT,Zavelput,Zavelput,150972.0,176029.0,B,53,WESTLAND SHOPPING,POINT (150972 176029)
053b,2,7,2852,KRUIPWEG,KRUIPWEG,Kruipweg,Kruipweg,150839.0,176048.0,B,53,WESTLAND SHOPPING,POINT (150839 176048)
053b,2,8,2853,BEYSEGHEM,BEIZEGEM,Beyseghem,Beizegem,150552.0,176250.0,B,53,WESTLAND SHOPPING,POINT (150552 176250)
053b,2,9,2854,VERSAILLES,VERSAILLES,Versailles,Versailles,150228.0,176214.0,B,53,WESTLAND SHOPPING,POINT (150228 176214)
053b,2,10,2855,LONG BONNIER,LANGE BUNDER,Long Bonnier,Lange Bunder,149661.0,176163.0,B,53,WESTLAND SHOPPING,POINT (149661 176163)
053b,2,11,2856B,PAGODES,PAGODEN,Pagodes,Pagoden,149311.0,176337.0,B,53,WESTLAND SHOPPING,POINT (149311 176337)
053b,2,12,2857B,DE WAND,DE WAND,De Wand,De Wand,149226.0,176087.0,B,53,WESTLAND SHOPPING,POINT (149226 176087)
053b,2,13,2875,SERRES ROYALES,KONINKL. SERRES,Serres Royales,Koninklijke Serres,149106.8,175369.6,B,53,WESTLAND SHOPPING,POINT (149106.8 175369.6)
053b,2,14,2861,SCHOLA EUROPEA,SCHOLA EUROPEA,Schola Europea,Schola Europea,148908.0,174999.0,B,53,WESTLAND SHOPPING,POINT (148908 174999)
053b,2,15,2860,ARTISTES,KUNSTENAARS,Artistes,Kunstenaars,148979.0,174578.0,B,53,WESTLAND SHOPPING,POINT (148979 174578)
053b,2,16,2545,KAREL BOGAERD,KAREL BOGAERD,Karel Bogaerd,Karel Bogaerd,148561.0,174542.0,B,53,WESTLAND SHOPPING,POINT (148561 174542)
053b,2,17,4131B,GARE DE BOCKSTAEL,STATION BOCKSTAEL,Gare de Bockstael,Station Bockstael,148512.0,174388.0,B,53,WESTLAND SHOPPING,POINT (148512 174388)
053b,2,18,2554,BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148472.0,174143.0,B,53,WESTLAND SHOPPING,POINT (148472 174143)
053b,2,19,2170,EMILE DELVA,EMILE DELVA,Emile Delva,Emile Delva,148123.0,174066.0,B,53,WESTLAND SHOPPING,POINT (148123 174066)
053b,2,20,2503,LOYAUTE,RECHTSCHAPENHEID,Loyauté,Rechtschapenheid,147868.0,174010.0,B,53,WESTLAND SHOPPING,POINT (147868 174010)
053b,2,21,2504,WOESTE,WOESTE,Woeste,Woeste,147437.0,173781.0,B,53,WESTLAND SHOPPING,POINT (147437 173781)
053b,2,22,1775,LEOPOLD I,LEOPOLD I,Léopold I,Leopold I,147164.6,173633.6,B,53,WESTLAND SHOPPING,POINT (147164.6 173633.6)
053b,2,23,2506B,MIROIR,SPIEGEL,Miroir,Spiegel,146817.0,173442.0,B,53,WESTLAND SHOPPING,POINT (146817 173442)
053b,2,24,2507,SIMPSON,SIMPSON,Simpson,Simpson,146694.0,173229.0,B,53,WESTLAND SHOPPING,POINT (146694 173229)
053b,2,25,2508,RIETHUISEN,RIETHUISEN,Riethuisen,Riethuisen,146570.0,172948.0,B,53,WESTLAND SHOPPING,POINT (146570 172948)
053b,2,26,2509,BOSSAERT-BASILIQ.,BOSSAERT-BASILIEK,Bossaert-Basilique,Bossaert-Basiliek,146456.0,172708.0,B,53,WESTLAND SHOPPING,POINT (146456 172708)
053b,2,27,2510,BASTOGNE,BASTENAKEN,Bastogne,Bastenaken,146283.0,172427.0,B,53,WESTLAND SHOPPING,POINT (146283 172427)
053b,2,28,2511,CIM. DE MOLENBEEK,BEGR. MOLENBEEK,Cimetière de Molenbeek,Begraafplaats van Molenbeek,145951.0,172028.0,B,53,WESTLAND SHOPPING,POINT (145951 172028)
053b,2,29,2512,LEROY,LEROY,Leroy,Leroy,145787.0,171842.0,B,53,WESTLAND SHOPPING,POINT (145787 171842)
053b,2,30,2513,CANDRIES,CANDRIES,Candries,Candries,145586.0,171624.0,B,53,WESTLAND SHOPPING,POINT (145586 171624)
053b,2,31,2514,MACHTENS,MACHTENS,Machtens,Machtens,145191.0,171264.0,B,53,WESTLAND SHOPPING,POINT (145191 171264)
053b,2,32,2522,PRINCE DE LIEGE,PRINS VAN LUIK,Prince de Liège,Prins van Luik,145043.0,170655.0,B,53,WESTLAND SHOPPING,POINT (145043 170655)
053b,2,33,2536,PETERBOS,PETERBOS,Peterbos,Peterbos,144861.0,170337.0,B,53,WESTLAND SHOPPING,POINT (144861 170337)
053b,2,34,1259,WILLEMYNS,WILLEMYNS,Willemyns,Willemyns,144866.7,169744.3,B,53,WESTLAND SHOPPING,POINT (144866.7 169744.3)
053b,2,35,1260,FRUITS,FRUIT,Fruits,Fruit,144451.0,169686.0,B,53,WESTLAND SHOPPING,POINT (144451 169686)
053b,2,36,1483,WESTLAND SHOPPING,WESTLAND SHOPPING,Westland Shopping,Westland Shopping,144014.0,169716.0,B,53,WESTLAND SHOPPING,POINT (144014 169716)
054b,1,1,1780,TRONE,TROON,Trône,Troon,149724.6,170159.9,B,54,FOREST (BERVOETS),POINT (149724.6 170159.9)
054b,1,2,1734,TRONE,TROON,Trône,Troon,149722.0,170027.0,B,54,FOREST (BERVOETS),POINT (149722 170027)
054b,1,3,3518B,PORTE DE NAMUR,NAAMSEPOORT,Porte de Namur,Naamsepoort,149525.0,169681.0,B,54,FOREST (BERVOETS),POINT (149525 169681)
054b,1,4,3506,QUART.ST-BONIFACE,ST-BONIFAASWIJK,Quartier Saint-Boniface,Sint-Bonifaaswijk,149663.7,169407.7,B,54,FOREST (BERVOETS),POINT (149663.7 169407.7)
054b,1,5,2928,FERNAND COCQ,FERNAND COCQ,Fernand Cocq,Fernand Cocq,149840.0,169182.0,B,54,FOREST (BERVOETS),POINT (149840 169182)
054b,1,6,2929,VANNE,VERLAAT,Vanne,Verlaat,149689.0,168817.0,B,54,FOREST (BERVOETS),POINT (149689 168817)
054b,1,7,2972,BAILLI,BALJUW,Bailli,Baljuw,149567.0,168492.3,B,54,FOREST (BERVOETS),POINT (149567 168492.3)
054b,1,8,2931,TRINITE,DRIEVULDIGHEID,Trinité,Drievuldigheid,149211.0,168286.0,B,54,FOREST (BERVOETS),POINT (149211 168286)
054b,1,9,2932,MA CAMPAGNE,MA CAMPAGNE,Ma Campagne,Ma Campagne,148982.0,168016.0,B,54,FOREST (BERVOETS),POINT (148982 168016)
054b,1,10,2950,PRISON,GEVANGENIS,Prison,Gevangenis,148438.0,168009.0,B,54,FOREST (BERVOETS),POINT (148438 168009)
054b,1,11,2934,ALBERT,ALBERT,Albert,Albert,148088.0,167915.0,B,54,FOREST (BERVOETS),POINT (148088 167915)
054b,1,12,2935,JUPITER,JUPITER,Jupiter,Jupiter,147743.0,167680.0,B,54,FOREST (BERVOETS),POINT (147743 167680)
054b,1,13,2936,TOURNOI,STEEKSPEL,Tournoi,Steekspel,147535.0,167304.0,B,54,FOREST (BERVOETS),POINT (147535 167304)
054b,1,14,2411B,DUDEN,DUDEN,Duden,Duden,147457.0,167143.0,B,54,FOREST (BERVOETS),POINT (147457 167143)
054b,1,15,2937B,MYSTERE,MYSTERIE,Mystère,Mysterie,147310.2,167034.0,B,54,FOREST (BERVOETS),POINT (147310.2 167034)
054b,1,16,2616B,FOREST NATIONAL,VORST NATIONAAL,Forest National,Vorst Nationaal,146809.1,166585.5,B,54,FOREST (BERVOETS),POINT (146809.1 166585.5)
054b,1,17,2939B,GARE FOREST-EST,STAT. VORST-OOST,Gare de Forest-Est,Station Vorst-Oost,146589.3,166541.0,B,54,FOREST (BERVOETS),POINT (146589.3 166541)
054b,1,18,5152,SAINT-DENIS,SINT-DENIJS,Saint-Denis,Sint-Denijs,146421.0,166678.0,B,54,FOREST (BERVOETS),POINT (146421 166678)
054b,1,19,5161,FOREST CENTRE,VORST CENTRUM,Forest Centre,Vorst Centrum,146476.0,166789.0,B,54,FOREST (BERVOETS),POINT (146476 166789)
054b,1,20,1085,BERVOETS,BERVOETS,Bervoets,Bervoets,146598.5,167448.5,B,54,FOREST (BERVOETS),POINT (146598.5 167448.5)
054b,1,21,1072,FOREST (BERVOETS),VORST (BERVOETS),Forest Centre (Bervoets),Vorst Centrum (Bervoets),146572.0,167422.0,B,54,FOREST (BERVOETS),POINT (146572 167422)
054b,2,1,1072,FOREST (BERVOETS),VORST (BERVOETS),Forest Centre (Bervoets),Vorst Centrum (Bervoets),146572.0,167422.0,B,54,TRONE,POINT (146572 167422)
054b,2,2,1015,BERVOETS,BERVOETS,Bervoets,Bervoets,146555.5,167357.7,B,54,TRONE,POINT (146555.5 167357.7)
054b,2,3,5915,FOREST CENTRE,VORST CENTRUM,Forest Centre,Vorst Centrum,146482.0,166852.0,B,54,TRONE,POINT (146482 166852)
054b,2,4,5719,SAINT-DENIS,SINT-DENIJS,Saint-Denis,Sint-Denijs,146391.1,166607.3,B,54,TRONE,POINT (146391.1 166607.3)
054b,2,5,2952B,GARE FOREST-EST,STAT. VORST-OOST,Gare de Forest-Est,Station Vorst-Oost,146622.0,166521.0,B,54,TRONE,POINT (146622 166521)
054b,2,6,2953B,FOREST NATIONAL,VORST NATIONAAL,Forest National,Vorst Nationaal,146946.1,166640.3,B,54,TRONE,POINT (146946.1 166640.3)
054b,2,7,2954B,MYSTERE,MYSTERIE,Mystère,Mysterie,147328.1,167037.2,B,54,TRONE,POINT (147328.1 167037.2)
054b,2,8,2456,DUDEN,DUDEN,Duden,Duden,147474.0,167147.0,B,54,TRONE,POINT (147474 167147)
054b,2,9,2955,TOURNOI,STEEKSPEL,Tournoi,Steekspel,147543.0,167325.0,B,54,TRONE,POINT (147543 167325)
054b,2,10,2951,JUPITER,JUPITER,Jupiter,Jupiter,147764.0,167693.0,B,54,TRONE,POINT (147764 167693)
054b,2,11,2957,ALBERT,ALBERT,Albert,Albert,148105.0,167887.0,B,54,TRONE,POINT (148105 167887)
054b,2,12,2965,PRISON,GEVANGENIS,Prison,Gevangenis,148529.0,168027.0,B,54,TRONE,POINT (148529 168027)
054b,2,13,2959,MA CAMPAGNE,MA CAMPAGNE,Ma Campagne,Ma Campagne,148896.0,168064.0,B,54,TRONE,POINT (148896 168064)
054b,2,14,2960,TRINITE,DRIEVULDIGHEID,Trinité,Drievuldigheid,149284.0,168277.0,B,54,TRONE,POINT (149284 168277)
054b,2,15,2971,BAILLI,BALJUW,Bailli,Baljuw,149624.9,168522.3,B,54,TRONE,POINT (149624.9 168522.3)
054b,2,16,2962,VANNE,VERLAAT,Vanne,Verlaat,149667.0,168829.0,B,54,TRONE,POINT (149667 168829)
054b,2,17,2963,FERNAND COCQ,FERNAND COCQ,Fernand Cocq,Fernand Cocq,149845.0,169200.0,B,54,TRONE,POINT (149845 169200)
054b,2,18,2964B,QUART.ST-BONIFACE,ST-BONIFAASWIJK,Quartier Saint-Boniface,Sint-Bonifaaswijk,149649.0,169444.0,B,54,TRONE,POINT (149649 169444)
054b,2,19,2967B,PORTE DE NAMUR,NAAMSEPOORT,Porte de Namur,Naamsepoort,149527.1,169750.0,B,54,TRONE,POINT (149527.1 169750)
054b,2,20,2948,TRONE,TROON,Trône,Troon,149727.7,170029.3,B,54,TRONE,POINT (149727.7 170029.3)
054b,2,21,1780,TRONE,TROON,Trône,Troon,149724.6,170159.9,B,54,TRONE,POINT (149724.6 170159.9)
056b,1,1,1474B,SCHUMAN,SCHUMAN,Schuman,Schuman,151062.8,170336.4,B,56,BUDA,POINT (151062.8 170336.4)
056b,1,2,2083,SCHUMAN,SCHUMAN,Schuman,Schuman,151068.6,170363.7,B,56,BUDA,POINT (151068.6 170363.7)
056b,1,3,2068,AMBIORIX,AMBIORIX,Ambiorix,Ambiorix,151056.7,170634.2,B,56,BUDA,POINT (151056.7 170634.2)
056b,1,4,6082,LUTHER,LUTHER,Luther,Luther,151190.0,170992.0,B,56,BUDA,POINT (151190 170992)
056b,1,5,6190,BRABANCONNE,BRABANCONNE,Brabançonne,Brabançonne,151340.1,171302.6,B,56,BUDA,POINT (151340.1 171302.6)
056b,1,6,9296,DAILLY,DAILLY,Dailly,Dailly,151276.0,171421.0,B,56,BUDA,POINT (151276 171421)
056b,1,7,2106,BREMER,BREMER,Bremer,Bremer,151078.7,171694.2,B,56,BUDA,POINT (151078.7 171694.2)
056b,1,8,2051,COTEAUX,WIJNHEUVELEN,Coteaux,Wijnheuvelen,150730.3,172115.4,B,56,BUDA,POINT (150730.3 172115.4)
056b,1,9,3451,AZALEES,AZALEA,Azalées,Azalea,150858.0,172468.0,B,56,BUDA,POINT (150858 172468)
056b,1,10,3412,CROSSING,CROSSING,Crossing,Crossing,150869.6,172686.3,B,56,BUDA,POINT (150869.6 172686.3)
056b,1,11,2101,VOLTAIRE,VOLTAIRE,Voltaire,Voltaire,150793.8,172987.3,B,56,BUDA,POINT (150793.8 172987.3)
056b,1,12,6303B,POGGE,POGGE,Pogge,Pogge,150441.0,172890.0,B,56,BUDA,POINT (150441 172890)
056b,1,13,2098,COLIGNON,COLIGNON,Colignon,Colignon,150314.9,172923.5,B,56,BUDA,POINT (150314.9 172923.5)
056b,1,14,2898,VERBOEKHOVEN,VERBOEKHOVEN,Verboekhoven,Verboekhoven,150541.0,173411.0,B,56,BUDA,POINT (150541 173411)
056b,1,15,6459,PRINC. ELISABETH,PRINS. ELISABETH,Princesse Élisabeth,Prinses Elisabeth,150580.0,173640.0,B,56,BUDA,POINT (150580 173640)
056b,1,16,2367,DOCKS BRUXSEL,DOCKS BRUXSEL,Docks Bruxsel,Docks Bruxsel,150468.4,174352.4,B,56,BUDA,POINT (150468.4 174352.4)
056b,1,17,6370,VAN PRAET,VAN PRAET,Van Praet,Van Praet,150369.6,174557.8,B,56,BUDA,POINT (150369.6 174557.8)
056b,1,18,2299,HEEMBEEK,HEEMBEEK,Heembeek,Heembeek,150419.0,175389.0,B,56,BUDA,POINT (150419 175389)
056b,1,19,1967,PRES COMMUNS,GEMENEBEEMDEN,Prés Communs,Gemenebeemden,150803.0,175635.0,B,56,BUDA,POINT (150803 175635)
056b,1,20,2095,VERGER,BOOMGAARD,Verger,Boomgaard,151112.4,175677.2,B,56,BUDA,POINT (151112.4 175677.2)
056b,1,21,2093,CROIX DE GUERRE,OORLOGSKRUISEN,Croix de Guerre,Oorlogskruisen,151590.3,176045.4,B,56,BUDA,POINT (151590.3 176045.4)
056b,1,22,1989,PETER BENOIT,PETER BENOIT,Peter Benoit,Peter Benoit,151397.5,176156.3,B,56,BUDA,POINT (151397.5 176156.3)
056b,1,23,2365,VAL MARIA,MARIENDAAL,Val Maria,Mariëndaal,151171.0,176617.0,B,56,BUDA,POINT (151171 176617)
056b,1,24,2827,FERME NOS PILIFS,FERME NOS PILIFS,Ferme Nos Pilifs,Ferme Nos Pilifs,151251.0,176970.0,B,56,BUDA,POINT (151251 176970)
056b,1,25,2829B,HOP. MILITAIRE,MILITAIR HOSP.,Hôpital Militaire,Militair Hospitaal,151422.0,177473.0,B,56,BUDA,POINT (151422 177473)
056b,1,26,1827,MERCATOR,MERCATOR,Mercator,Mercator,151893.0,177561.0,B,56,BUDA,POINT (151893 177561)
056b,1,27,1837,DE BEJAR,DE BEJAR,De Bejar,De Bejar,152229.3,177461.3,B,56,BUDA,POINT (152229.3 177461.3)
056b,1,28,1992,ANTOON VAN OSS,ANTOON VAN OSS,Antoon Van Oss,Antoon Van Oss,152443.6,177243.7,B,56,BUDA,POINT (152443.6 177243.7)
